MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367483870,2023-01-19T00:00:07,28.82823,-90.90601,0,281.5,511,GALVESTON,IMO8765113,WDF7374,90,Moored (tied to another object to limit free movement),33,21,2.1,99,A
367168190,2023-01-19T00:00:04,25.77272,-80.18478,0,295.5,178,GRAND LUXE,,WDJ5266,60,Under way using its engine,59,14,,60,A
367007480,2023-01-19T00:00:07,28.87186,-95.44305,0.3,299.9,511,BROWN WATER I,,WDC3411,31,Moored (tied to another object to limit free movement),16,6,,31,A
235007200,2023-01-19T00:00:01,30.49101,-81.35076,6.6,287.7,511,SONG OF THE WHALE,,MDSX7,90,Under way using its engine,14,,,36,A
538005695,2023-01-19T00:00:02,25.08222,-79.65662,10.5,198,200,INTERLINK CAPACITY,IMO9711731,V7GD6,70,Under way using its engine,179,,,70,A
339428000,2023-01-19T00:00:03,25.78477,-80.17919,0.1,287.6,313,BERILDA,,6YSK3,37,Under way using its engine,,,,37,A
367702010,2023-01-19T00:00:03,34.49957,-90.58891,8.8,203.9,193,AEP LEADER,,WDI4789,31,Power-driven vessel pushing ahead/towing alongside,47,14,,57,A
311001005,2023-01-19T00:00:04,28.09047,-84.94053,15.1,121.6,121,DOLE MAYA,IMO9877729,C6EU6,90,Under way using its engine,195,32,9.2,90,A
368090680,2023-01-19T00:00:04,21.32624,-158.1118,0.1,64.6,511,TIGER 21,IMO1294283,WDK8082,35,Under way using its engine,33,4,4.4,35,A
367675730,2023-01-19T00:00:00,27.94063,-82.44868,0,198.2,511,MONESSA,,WDI2201,37,,18,,,,B
366973590,2023-01-19T00:00:00,29.31345,-94.77913,0,309.2,169,LONE STAR,,WCY9015,50,Under way using its engine,15,9,,50,A
368113990,2023-01-19T00:00:01,29.61946,-89.90995,0.1,360,511,ANDREW S.,,WDL2638,52,Under way using its engine,32,12,0,52,A
366989380,2023-01-19T00:00:05,37.77104,-122.30009,0,254.5,93,MARE ISLAND,IMO9144665,WDC2198,60,Under way using its engine,43,12,1.5,60,A
367725220,2023-01-19T00:00:07,39.00923,-81.76418,0,360,4,BILOXI,,WDI7084,31,Under way using its engine,24,9,,57,A
357777000,2023-01-19T00:00:08,47.13829,-125.36746,9.8,4.5,359,BUENA VENTURA,IMO9687215,3EEN,70,Under way using its engine,189,32,12.8,70,A
240681000,2023-01-19T00:00:03,17.48379,-64.66257,1.1,194.3,133,POLYAIGOS,IMO9306574,SXVZ,80,Under way using its engine,227,32,13.6,80,A
367740550,2023-01-19T00:00:03,47.72633,-122.64481,0,151.1,511,SEARENITY,IMO0000000,WDI8632,36,,14,5,,,B
366782000,2023-01-19T00:00:08,39.52898,-75.81268,4.1,279.6,282,CHESAPEAKE COAST,IMO9655121,WDF9286,31,Power-driven vessel pushing ahead/towing alongside,29,10,,52,A
257040610,2023-01-19T00:00:01,28.08822,-89.71747,0.7,345.2,181,OLYMPIC ARTEMIS,IMO9726217,LAFV8,90,Has restricted maneuverability,89,19,6,90,A
367127110,2023-01-19T00:00:05,29.79742,-95.06785,0,58.9,511,CHERYL K,,WDD3191,31,Under way using its engine,15,6,,31,A
367481540,2023-01-19T00:00:06,30.28408,-88.70815,8.5,268.8,511,KAREN KOBY,IMO8651324,WDF7145,31,Under way using its engine,29,8,3,31,A
367725060,2023-01-19T00:00:07,29.78346,-95.09701,5.8,73,72,AMERICAN LIFE,,WDI7069,31,Power-driven vessel pushing ahead/towing alongside,23,,,57,A
368092830,2023-01-19T00:00:03,29.91708,-90.07143,0,305.7,242,LAKE VERRET,,WDK8302,57,Power-driven vessel pushing ahead/towing alongside,205,18,2.8,57,A
367116420,2023-01-19T00:00:00,30.10926,-90.96028,8.2,91.1,511,EDNA T GATTLE,,WDD2528,31,Under way using its engine,30,9,,31,A
367071960,2023-01-19T00:00:06,37.9518,-121.33448,102.3,360,511,CLEO J BRUSCO,,WDC7480,31,Moored (tied to another object to limit free movement),21,7,,99,A
367057330,2023-01-19T00:00:00,30.73784,-91.36081,0.7,356.8,340,RICKEY HUGHES,,WDC6511,31,Power-driven vessel pushing ahead/towing alongside,46,13,,57,A
366710820,2023-01-19T00:00:00,48.54267,-122.99786,17.3,96.6,96,WSF SEALTH,IMO7808152,WAK7089,60,Under way using its engine,100,23,5.2,60,A
367174060,2023-01-19T00:00:00,41.55905,-70.26269,13.1,331.4,331,EAGLE,IMO8705864,WCX5125,60,Under way using its engine,71,18,,69,A
316001731,2023-01-19T00:00:01,49.20063,-123.08854,0,168.3,511,ALISON NICOLE I,IMO7406681,CFC6672,31,Under way using its engine,22,7,2.9,32,A
366995730,2023-01-19T00:00:01,29.46595,-94.96268,0,253.1,511,TRINITY,,WDC2625,31,Power-driven vessel pushing ahead/towing alongside,22,7,,57,A
367480010,2023-01-19T00:00:03,48.58485,-122.92969,0,234.2,191,WSF SALISH,IMO9618329,WDF6992,60,Under way using its engine,83,19,3.2,60,A
367165570,2023-01-19T00:00:04,30.20653,-93.27828,3.8,165.5,151,GOLIAH,IMO9173496,WDD5908,31,Under way using its engine,30,10,5,52,A
366941850,2023-01-19T00:00:05,29.39621,-94.75665,1.2,233.1,511,SAN LEANDRO,,WCW8516,31,Power-driven vessel pushing ahead/towing alongside,22,9,,57,A
367633250,2023-01-19T00:00:01,30.04939,-90.53931,0,11,277,LOCKMASTER,,WDH5964,31,Undefined,11,7,,52,A
367581680,2023-01-19T00:00:05,30.72665,-88.0417,4.4,178.4,177,THE DELTA,,WDG8848,31,Ship draught is limiting its movement,16,6,,31,A
368106230,2023-01-19T00:00:05,32.32601,-90.89632,0,8.3,24,DANNY K,,WDK9734,31,Power-driven vessel pushing ahead/towing alongside,23,8,0,31,A
367166440,2023-01-19T00:00:02,38.74431,-90.15082,0.1,96.3,182,CAROLE L BRENT,,WDD5964,31,Power-driven vessel pushing ahead/towing alongside,25,10,,57,A
367120230,2023-01-19T00:00:01,39.71724,-75.51783,0,262.9,511,SONIE,IMO9373723,WDD2812,31,Under way using its engine,24,9,4,52,A
369493387,2023-01-19T00:00:02,29.35176,-94.76559,0.3,83,83,CG ALLIGATOR,,NYNA,90,Under way using its engine,26,5,,55,A
367372810,2023-01-19T00:00:02,30.25187,-88.08122,0,3.1,511,SEA ANGEL,IMO9551222,WDE5879,60,Under way using its engine,48,9,,60,A
367505040,2023-01-19T00:00:03,29.01917,-95.23602,4.7,213.9,511,RED RIVER EXPRESS,,WDF9426,31,Power-driven vessel pushing ahead/towing alongside,24,9,,57,A
319080500,2023-01-19T00:00:06,26.08743,-80.18471,0,192.4,511,MINNOW,,ZGEV5,37,,,,,,B
367057470,2023-01-19T00:00:06,32.26016,-90.97116,4.7,33.6,38,DAVID A LEWIS JR,,WDC6524,31,Power-driven vessel pushing ahead/towing alongside,54,15,,52,A
338066671,2023-01-19T00:00:06,30.41294,-86.48852,0,141.5,511,NIGHT WATCH,,,37,,17,,,,B
366982810,2023-01-19T00:00:06,30.09146,-90.90797,0,285.1,511,GREG TURECAMO,IMO7802653,WBN3005,31,Under way using its engine,33,10,4.5,52,A
368070420,2023-01-19T00:00:00,28.87615,-95.45138,4.5,322,321,MITCHELL,,WDK6012,57,Under way using its engine,114,17,2.5,52,A
367712860,2023-01-19T00:00:09,47.53818,-122.3294,0,226.1,137,CAROLYN H,IMO8851053,WDI5873,31,Under way using its engine,20,6,1,31,A
338335993,2023-01-19T00:00:08,47.62953,-122.39205,0,0,269,MABUHAY,IMO0000000,,37,,21,6,,,B
368246270,2023-01-19T00:00:08,29.78328,-93.33235,0,183,258,TAYLOR DANOS,IMO9380714,WDM8767,60,Under way using its engine,27,8,0,60,A
368158760,2023-01-19T00:00:00,30.7236,-91.35375,0.2,117.4,511,REDDING C,,WDL7279,95,Under way using its engine,20,8,2.7,95,A
368941000,2023-01-19T00:00:08,44.16774,-69.06781,0.2,350.4,287,CG ABBIE BURGESS,IMO9155602,NVAF,90,Anchored,53,10,2.4,99,A
367535540,2023-01-19T00:00:01,30.39835,-81.45667,3.2,12.4,7,MISS ERIN,,WDG4340,31,Undefined,16,6,,31,A
368290830,2023-01-19T00:00:00,33.86652,-78.55923,4.5,54.8,511,MARY LOUISA II,IMO0000000,WDN5530,37,,10,4,,,B
366969450,2023-01-19T00:00:08,37.95599,-122.42924,4.5,2.9,511,BETTY L,,WBC6570,31,Under way using its engine,17,6,,99,A
366988970,2023-01-19T00:00:01,33.54298,-118.26103,4.2,16.4,11,LARCONA,,WDC2171,31,Under way using its engine,21,7,,31,A
368070660,2023-01-19T00:00:01,29.96931,-90.24069,0,186.3,107,STEVE HOLCOMB,,WDK6041,57,Power-driven vessel pushing ahead/towing alongside,120,17,3,57,A
367086370,2023-01-19T00:00:00,29.37978,-94.77598,5.6,220.9,511,MISS CAROLYN,IMO8635605,WDC8397,31,Under way using its engine,18,6,,31,A
232039673,2023-01-19T00:00:01,18.32479,-64.92512,0.1,360,511,OCEAN VIBES,IMO0000000,MKOJ9,36,,23,10,,,B
636015178,2023-01-19T00:00:01,31.52849,-118.13934,0.8,126.8,32,AQUALEGACY,IMO9601833,A8ZC7,80,Under way using its engine,248,43,15,80,A
636020269,2023-01-19T00:00:03,46.25815,-124.03358,14.5,276.1,274,MISSION REVIVAL,IMO9783978,D5YL3,70,Under way using its engine,189,32,6.8,70,A
367733360,2023-01-19T00:00:00,36.96978,-76.41492,0,161.4,511,LITTLE TOOTIE,,WDI7903,30,,24,,,,B
367358340,2023-01-19T00:00:05,29.7497,-95.09485,0.1,19.4,227,KENDALL ALYSE,,WDE4829,31,Power-driven vessel pushing ahead/towing alongside,18,8,,57,A
367681460,2023-01-19T00:00:04,37.18491,-89.06402,0,41.4,511,ST JAMES,,WDI2761,31,Under way using its engine,23,,,31,A
367005970,2023-01-19T00:00:05,29.25072,-83.77205,6.5,116.6,511,KAITLIN OLIVIA,,WCY6622,31,Under way using its engine,21,7,,32,A
375605000,2023-01-19T00:00:05,17.80766,-66.40421,9.8,273.7,511,DENI,IMO9844382,J8B6015,52,Under way using its engine,28,11,4.7,52,A
367653480,2023-01-19T00:00:07,29.67121,-91.09972,0,41.9,511,JUNIOR G,,WDH7979,31,Under way using its engine,12,5,,52,A
367756040,2023-01-19T00:00:06,30.02195,-93.98743,0,274.4,346,MACKENZIE HOPE,,WDJ2187,31,Power-driven vessel pushing ahead/towing alongside,,,,57,A
369970472,2023-01-19T00:00:08,41.56831,-88.07749,0,215.1,3,CITY OF OTTAWA,,AEIO,31,Under way using its engine,22,10,,31,A
367493370,2023-01-19T00:00:00,29.72642,-95.22747,0,311.4,89,JOHN BOOZMAN,,WDF8294,31,Power-driven vessel pushing ahead/towing alongside,24,9,,57,A
367658980,2023-01-19T00:00:03,39.94161,-75.14099,0,360,511,RENDEZVOUS,,WDH8534,60,Under way using its engine,28,7,,99,A
367557410,2023-01-19T00:00:04,29.42454,-94.72151,0.5,214.8,229,ALEX D,,WDG6475,31,Power-driven vessel pushing ahead/towing alongside,23,,,57,A
367605130,2023-01-19T00:00:00,29.68687,-94.18072,3.8,263.3,261,DAHLI BROOKE,,WDH3184,31,Under way using its engine,20,,,31,A
367641940,2023-01-19T00:00:01,32.02351,-81.04589,0,289.5,511,LUCY 2,,WDH6820,37,,12,,,,B
367092210,2023-01-19T00:00:02,30.0475,-90.51239,0,251.8,65,GALE C,,WDC8728,31,Under way using its engine,56,15,,57,A
367335830,2023-01-19T00:00:04,39.89262,-75.1915,0,232.1,511,MADELINE,,WDE3220,31,Under way using its engine,23,9,,52,A
366977480,2023-01-19T00:00:02,30.42944,-91.20171,0,244.7,511,FLICKER,,WDB9507,31,Undefined,15,7,,10,A
367645150,2023-01-19T00:00:02,40.51913,-74.24709,0,283.8,511,STEPHEN B,IMO8334081,WDH7135,31,Under way using its engine,22,7,,31,A
367375620,2023-01-19T00:00:03,29.38458,-94.76925,0,337.6,511,STUD II,,WDE6081,31,Under way using its engine,13,7,,57,A
636020250,2023-01-19T00:00:02,40.40474,-71.56771,12.5,83.6,86,ATLANTIC BLUE,IMO9889124,D5YI6,80,Under way using its engine,249,44,9.5,80,A
367672550,2023-01-19T00:00:01,29.78369,-93.33073,0,349.4,82,MR J O,IMO8998174,WDH9885,60,Under way using its engine,48,9,,40,A
367105180,2023-01-19T00:00:02,34.75118,-87.72406,0,167.8,130,JOHN REID GOLDING,,WDC9663,31,Power-driven vessel pushing ahead/towing alongside,27,9,,57,A
368086810,2023-01-19T00:00:03,28.69892,-96.22767,0,360,511,ST.FRANCIS II,IMO0000000,WDK7686,30,,40,12,,,B
366841360,2023-01-19T00:00:04,41.48867,-71.31805,0,264.8,511,TREE OF LIFE,,WDG4696,37,Under way sailing,21,5,,36,A
367481630,2023-01-19T00:00:03,38.84893,-90.1087,0,360,511,ELIZABETH BROWN,IMO8976566,WDF7153,31,Undefined,21,9,,31,A
367359930,2023-01-19T00:00:02,36.82406,-76.28905,0,277.2,511,SUNNY WILLIAMS,,WDE4940,80,Under way using its engine,25,8,,80,A
367513150,2023-01-19T00:00:06,45.64325,-122.73823,0.8,126.2,511,COLUMBIA,IMO7042899,WDG2197,31,Under way using its engine,28,8,3,52,A
367725890,2023-01-19T00:00:08,40.71189,-74.0492,0,360,511,SANDY G,,WDI7154,31,Power-driven vessel towing astern,17,5,,52,A
368093190,2023-01-19T00:00:02,38.46074,-82.60456,0,360,511,KATHARINE N,,WDK8340,99,Undefined,20,8,2.4,99,A
367106130,2023-01-19T00:00:08,30.13608,-90.93498,4.9,272.6,511,MERLIN BANTA,,WDC9741,31,Undefined,36,8,,31,A
367650610,2023-01-19T00:00:02,48.5125,-122.60644,0,300.7,511,AVENTURA,,WDH7686,37,,11,,,,B
367581120,2023-01-19T00:00:07,29.31094,-94.79698,8.1,256.1,263,STARDUST,,WDG8792,31,Under way using its engine,22,,,52,A
431921000,2023-01-19T00:00:03,34.40598,-75.38772,16.4,42,38,SALVIA ACE,IMO9338876,7KJZ,70,Under way using its engine,186,28,7.2,70,A
367702280,2023-01-19T00:00:03,30.73607,-91.35724,10.3,160.6,156,MICHAEL G MORRIS,,WDI4814,31,Power-driven vessel pushing ahead/towing alongside,51,14,,57,A
316009547,2023-01-19T00:00:07,48.92552,-123.71388,0,276.9,271,KUPER,IMO9029267,CFN4618,60,Under way using its engine,52,16,2.9,60,A
368048120,2023-01-19T00:00:05,34.74063,-90.44491,0,122.5,511,CHRIS FOSTER,,WDK3729,32,Undefined,20,8,0,32,A
368066010,2023-01-19T00:00:06,27.57829,-97.26952,6.5,28.5,25,COLEMAN,IMO8436131,WDK5557,57,Power-driven vessel pushing ahead/towing alongside,207,18,3.1,57,A
368102310,2023-01-19T00:00:02,38.53865,-90.25545,0,87.7,511,JACKIE SUE,,WDK9298,31,Under way using its engine,0,0,0,31,A
368228680,2023-01-19T00:00:06,29.46801,-94.96221,0,360,511,FREYA,,WDM6831,69,Under way using its engine,18,6,1.5,69,A
367697090,2023-01-19T00:00:07,37.97486,-87.58587,0,276.3,511,ALVIN M,,WDI4284,12,Under way using its engine,17,7,2.2,12,A
367007030,2023-01-19T00:00:05,30.01583,-90.83697,8.6,346.8,511,CAPT BILLY SLATTEN,IMO8964733,WDC3380,31,Under way using its engine,30,10,,52,A
367444420,2023-01-19T00:00:02,30.05831,-90.84584,7.2,142,155,RUSTY ZELLER,,WDF3821,31,Under way using its engine,40,12,,31,A
367687870,2023-01-19T00:00:05,38.64156,-90.18053,0,295.3,511,DEBORAH MILES,,WDI3396,31,Power-driven vessel pushing ahead/towing alongside,33,,,0,A
367318750,2023-01-19T00:00:00,39.41719,-74.20153,6,38.2,30,SUSQUEHANNA,IMO9485112,WDD9976,31,Power-driven vessel towing astern,29,10,,52,A
367673980,2023-01-19T00:00:04,39.37805,-81.28437,0,179.1,68,STEPHEN W,,WDI2028,31,Power-driven vessel pushing ahead/towing alongside,23,,,52,A
367136670,2023-01-19T00:00:09,30.041,-90.59999,0,53.1,244,RHETT PARKER,,WCX2909,31,Power-driven vessel pushing ahead/towing alongside,24,10,,57,A
366813530,2023-01-19T00:00:03,34.05992,-119.53686,3.7,76,511,ISLANDER,,WDA4825,60,Under way using its engine,19,7,,60,A
316011408,2023-01-19T00:00:01,48.89315,-123.25807,20.8,71.4,71,COASTAL INSPIRATION,IMO9332767,CFN4970,60,Under way using its engine,160,28,5.8,60,A
367458840,2023-01-19T00:00:02,25.76413,-80.14435,0.1,360,175,OSPREY,,WCZ9995,60,Under way using its engine,50,12,0,60,A
367604190,2023-01-19T00:00:04,45.36366,-122.60391,0,360,511,RENE,,WDH3091,31,Under way using its engine,19,,,52,A
368220940,2023-01-19T00:00:02,26.19944,-97.59884,0.4,275.5,350,SAMANTHA TRUEHEART,IMO1281050,WDM5964,52,Power-driven vessel pushing ahead/towing alongside,24,12,3.1,57,A
538009423,2023-01-19T00:00:01,28.52755,-89.18982,8.3,328.7,327,GABRIELLA,IMO9522908,V7A4713,70,Under way using its engine,186,28,6.1,70,A
367560990,2023-01-19T00:00:03,27.92218,-82.44623,0,35.8,44,ATLAS,IMO9641754,WDG6819,31,Under way using its engine,28,12,,52,A
368119110,2023-01-19T00:00:03,29.92477,-89.94742,0,55.5,317,C.D. WHITE,IMO9899181,WDL3184,52,Under way using its engine,28,12,17,52,A
338327705,2023-01-19T00:00:03,37.97118,-122.49912,0,346.8,511,MAI TAIM,IMO0000000,MAITAIM,37,,15,4,,,B
367797260,2023-01-19T00:00:06,40.70363,-74.00609,0,7.9,241,H208,,WDJ6389,60,Under way using its engine,,,,69,A
368016260,2023-01-19T00:00:03,29.42831,-89.89568,0,360,511,CAPT. BUFORD BERRY,,WDJ8426,33,Has restricted maneuverability,26,14,0,33,A
367551860,2023-01-19T00:00:03,42.86185,-69.87978,2.9,346.4,511,JOCKA,IMO8885573,WDG5937,30,Ship draught is limiting its movement,18,5,,99,A
367740670,2023-01-19T00:00:07,27.84378,-97.07036,0,303,511,CHARLES W. HEALD,,WDI8644,60,Undefined,,,,60,A
366710820,2023-01-19T00:00:00,48.54267,-122.99786,17.3,96.6,96,WSF SEALTH,IMO7808152,WAK7089,60,Under way using its engine,100,23,5.2,60,A
367308970,2023-01-19T00:00:04,30.14424,-91.00002,10.5,199.8,212,BILL TULLIER,,WDD9253,31,Undefined,26,9,,0,A
338167753,2023-01-19T00:00:01,47.64537,-122.31027,0.4,156.2,511,CLEAN LIVIN',,,37,,10,,,,B
367638080,2023-01-19T00:00:01,30.07307,-90.90709,0,219,136,MARY KAY ECKSTEIN,,WDH6450,31,Power-driven vessel pushing ahead/towing alongside,43,15,,57,A
367791530,2023-01-19T00:00:01,38.70256,-90.18144,0,201.9,209,JON GONSOULIN,,WDJ5812,31,Power-driven vessel pushing ahead/towing alongside,,,,57,A
338570000,2023-01-19T00:00:05,30.39257,-81.47613,1,285.4,292,BAYPORT,IMO8993784,WCZ4240,90,Has restricted maneuverability,90,16,,33,A
636016431,2023-01-19T00:00:00,17.87914,-68.39026,15,60,58,MSC VAISHNAVI R,IMO9227340,A8RL2,70,Under way using its engine,282,32,12.5,79,A
303071000,2023-01-19T00:00:00,29.13285,-90.20048,0,67.4,340,GOL DIAMOND,IMO9514547,WDJ7559,90,Under way using its engine,58,14,4.1,79,A
368116110,2023-01-19T00:00:03,27.76057,-82.63593,0,360,511,EDONISMO,,WDL2859,37,Undefined,18,6,0,37,A
367645470,2023-01-19T00:00:06,40.01388,-90.45176,0,270.1,40,JACOB M ECKSTEIN,,WDH7166,31,Power-driven vessel pushing ahead/towing alongside,39,13,,57,A
366970780,2023-01-19T00:00:03,38.68032,-90.19288,0,166.5,295,LOUISIANA BELLE,,WDB9161,31,Under way using its engine,25,9,,31,A
367141430,2023-01-19T00:00:04,36.83697,-76.27093,0,92.7,355,BEAUFORT BELLE,IMO8227094,WBC3029,31,Under way using its engine,25,9,,52,A
367003870,2023-01-19T00:00:02,30.06887,-93.3442,0.1,270.9,511,RYAN,IMO8976592,WDF2431,31,Under way using its engine,26,9,,57,A
367006510,2023-01-19T00:00:02,29.8872,-90.07619,0,68.3,511,LADY MICHELLE,,WUY6963,31,Under way using its engine,19,7,,52,A
367685720,2023-01-19T00:00:01,29.41181,-94.73687,7.6,46.8,43,AIDAN DEVALL,,WDI3173,31,Under way using its engine,19,,,31,A
366772960,2023-01-19T00:00:05,47.51396,-122.49435,6.7,52.4,52,WSF KITTITAS,IMO7808114,WYQ9302,60,Under way using its engine,100,23,4.8,60,A
367706810,2023-01-19T00:00:07,36.97344,-89.10189,11.7,146.8,151,HARVEST MAIDEN,,WDI5263,31,Under way using its engine,,,,31,A
367104560,2023-01-19T00:00:02,30.08669,-90.90648,0.2,301.5,511,JOREE,,WDC9613,31,Under way using its engine,17,6,,0,A
366986320,2023-01-19T00:00:03,38.82872,-90.10876,0,72.9,511,JILL CAROLYN,,WDC2001,31,Under way using its engine,18,7,,52,A
367138690,2023-01-19T00:00:05,30.28469,-91.21907,9,251.3,262,ST FRANCISVILLE,,WDD3968,60,Under way using its engine,43,18,,60,A
368015740,2023-01-19T00:00:05,36.86501,-76.32327,5.7,132.4,128,PINNERS POINT,,WDJ8372,52,Under way using its engine,18,6,2.6,52,A
366992070,2023-01-19T00:00:02,29.34795,-89.41481,8.9,128.4,511,TEON MARIA,,WDC2377,31,Under way using its engine,20,7,,0,A
368158770,2023-01-19T00:00:07,29.61146,-90.9806,7.2,322.1,322,RIVERS C,,WDL7280,97,Under way using its engine,20,8,2.9,97,A
367599790,2023-01-19T00:00:05,29.97335,-90.39946,0,299.2,258,STONE STRAIT,,WDH2651,31,Under way using its engine,39,12,,57,A
366764730,2023-01-19T00:00:00,32.69591,-117.15251,0,233.8,251,SCOUT,IMO9188570,WCZ2046,31,Under way using its engine,31,10,4.3,31,A
338127553,2023-01-19T00:00:00,25.95851,-80.128,0,117.6,191,INDISCRETION,,,37,Under way using its engine,31,6,,37,A
368615000,2023-01-19T00:00:07,29.12126,-90.19911,0,183.4,340,NICKI CANDIES,IMO9517795,WDE5761,90,Under way using its engine,86,18,6.2,90,A
367522920,2023-01-19T00:00:07,36.96578,-89.09551,0,333.9,511,TOM ZUPAN,,WDG3141,31,Power-driven vessel pushing ahead/towing alongside,15,,,31,A
367686910,2023-01-19T00:00:01,36.79831,-76.29106,0,82.6,112,STEPHEN DANN,IMO9202376,WDI3302,31,Under way using its engine,27,8,2.9,31,A
368869000,2023-01-19T00:00:02,36.91632,-76.1727,0,113.8,511,USS O'KANE,,NOKN,90,Undefined,154,20,9.4,35,A
366899290,2023-01-19T00:00:02,29.31847,-94.77792,0,304.3,511,OHIO RIVER,,WDB4518,60,Under way using its engine,14,4,,60,A
316001002,2023-01-19T00:00:06,42.95953,-82.35741,0,0,272,TEST,,,0,Under way using its engine,0,0,25.5,0,A
367422430,2023-01-19T00:00:00,30.56503,-88.02842,2.2,213.6,12,COMET,IMO7726550,WDE9884,31,Under way using its engine,33,9,4.3,52,A
369970329,2023-01-19T00:00:00,39.36184,-81.31959,0,182.7,238,ROY F STEVENS,,AEBV,90,Undefined,,,,31,A
366998050,2023-01-19T00:00:01,29.57664,-90.71791,3.2,171.2,511,SAINTE MARIE,IMO8983143,WDC2815,31,Moored (tied to another object to limit free movement),22,10,,57,A
367529420,2023-01-19T00:00:03,47.98078,-122.23868,5.7,260.6,511,ISLAND VENTURE,IMO7730525,WDG3765,31,Under way using its engine,31,10,3.7,0,A
367029000,2023-01-19T00:00:02,29.92477,-90.13572,0,163.9,511,J A BISSO II,IMO8623236,WCW4125,31,Undefined,38,8,4.2,0,A
338926115,2023-01-19T00:00:01,37.80917,-122.36157,0,250.3,511,CG26115,,,90,Under way using its engine,7,,,51,A
370904000,2023-01-19T00:00:04,46.13652,-124.3479,1.5,219.5,251,KONKAR THEODOROS,IMO9715804,3FVL,70,Under way using its engine,198,32,13,70,A
368237000,2023-01-19T00:00:02,18.20575,-65.5486,14.4,82.5,82,CAYO LARGO,IMO9535113,WDE5350,60,Under way using its engine,50,14,2.1,0,A
367456640,2023-01-19T00:00:02,30.41876,-91.19675,0.1,103.5,10,BULL CALF,,WDF4861,31,Under way using its engine,23,9,,31,A
367343630,2023-01-19T00:00:04,39.19164,-90.59461,4.9,210.8,206,CHARLIE MELANCON,,WDE3747,31,Power-driven vessel pushing ahead/towing alongside,33,10,,57,A
367304020,2023-01-19T00:00:05,40.62569,-74.20474,0,278.1,1,MARIE J TURECAMO,IMO7337880,WDD8881,31,Under way using its engine,29,8,3.8,52,A
368113590,2023-01-19T00:00:07,47.53557,-122.3982,0.4,168.8,511,CLAIM JUMPER,,WDL2599,70,Under way using its engine,27,8,0,70,A
368006910,2023-01-19T00:00:01,39.43998,-81.16326,7.7,254.6,249,JESSE D PASENTINE,,WDJ7460,57,Power-driven vessel pushing ahead/towing alongside,,,,57,A
368236750,2023-01-19T00:00:04,47.5894,-122.34967,0,96.6,181,ATHENA,,WDM7733,52,Under way using its engine,26,10,5.2,52,A
367779550,2023-01-19T00:00:03,40.71563,-74.01814,2.5,290,147,SUNSET CROSSING,,WDJ4627,60,Under way using its engine,,,,60,A
